report_date_as_yyyy_mm_dd,cftc_contract_market_code,market_and_exchange_names,open_interest_all,noncomm_positions_long_all,noncomm_positions_short_all,comm_positions_long_all,comm_positions_short_all,nonrept_positions_long_all,nonrept_positions_short_all,noncomm_net,comm_net,nonrept_net,rsi_noncomm_net,rsi_comm_net,rsi_nonrept_net,ci_noncomm_net,ci_comm_net,ci_nonrept_net,cot_signal
2022-04-05,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2122357,294186,325845,1518451,1498406,253961,242347,-31659,20045,11614,37.89219726570218,63.10467247998223,45.46795048864787,7.745405370065139,88.98364109412414,11.489387325003763,-1
2022-04-12,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2156967,314254,251290,1538403,1603554,245567,243380,62964,-65151,2187,47.79246689180831,54.19195656518471,43.007831063780245,40.30542546565684,64.46370187879904,5.813036278789704,0
2022-04-19,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2158797,314918,246489,1538040,1603986,250313,252796,68429,-65946,-2483,48.305006554344,54.11514970384902,41.80121858879024,42.18594616170758,64.23489592926875,3.001053740779768,0
2022-04-26,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2191696,362599,239849,1515142,1640990,252286,249188,122750,-125848,3098,53.2209612595735,48.53346427981518,43.829410638447214,60.877943367594476,46.994727389942895,6.361583621857594,0
2022-05-03,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2208674,360949,308742,1543020,1601817,245017,238427,52207,-58797,6590,46.97375914412479,54.22493005782914,45.118166612793345,36.60391382294545,66.2924226376865,8.464248080686437,0
2022-05-10,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2261956,383989,262214,1549864,1666674,249914,254879,121775,-116810,-4965,52.85150679724582,49.159552076291725,41.70810252200155,60.54244333490474,49.59592005894272,1.5065482462742736,0
2022-05-17,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2252109,351658,285012,1598562,1651224,236394,250378,66646,-52662,-13984,48.2840056150315,54.24884448634438,39.21663869951019,41.572411230132374,68.05811383311844,0.0,0
2022-05-24,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2262171,351650,302762,1613493,1642313,238655,258723,48888,-28820,-20068,46.8786224200595,56.01135949039489,37.58557524790681,35.46183730140979,74.91998986922084,0.0,0
2022-05-31,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2260467,326979,305072,1637788,1635056,237308,261947,21907,2732,-24639,44.747497579722456,58.30079004830036,36.361933851639044,26.17760511474101,84.00085190642844,0.0,0
2022-06-07,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2267420,320321,337345,1648514,1596656,238565,273399,-17024,51858,-34834,41.795056955186574,61.64772491512549,33.724738833005205,12.781346886387645,98.13962055627188,0.0,-1
2022-06-14,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2654399,377967,343689,1828887,1857751,277261,282675,34278,-28864,-5414,46.77843128641062,53.98075774269777,45.91498212995512,30.434498350028043,74.90732639528458,15.638455077979652,0
2022-06-21,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2262004,273629,387948,1713053,1568856,224849,254727,-114319,144197,-29878,36.91860338862921,64.24699098668,39.42168094741504,0.0,100.0,2.634404601171555,-1
2022-06-28,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2248771,248313,387539,1726190,1557785,223854,253033,-139226,168405,-29179,35.565446932660834,65.40943929722334,39.684149318694296,0.0,100.0,3.005964087898536,-1
2022-07-05,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2309241,237370,421052,1791046,1569421,227663,265606,-183682,221625,-37943,33.22468488462329,67.88180560974638,37.49086422838006,0.0,100.0,0.0,-1
2022-07-12,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2317580,224577,440105,1802289,1554602,233148,265307,-215528,247687,-32159,31.619260357217115,69.0484931669321,39.85351149081843,0.0,100.0,3.0245509451721704,-1
2022-07-19,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2335319,250387,458535,1792747,1526401,223471,281669,-208148,266346,-58198,32.434045486505724,69.89173941519583,33.68149048715797,1.6328481252115734,100.0,0.0,-1
2022-07-26,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2322824,240642,478277,1795164,1505074,221627,274082,-237635,290090,-52455,30.85223364288663,70.97538987049751,36.03440654574022,0.0,100.0,2.715494822450234,-1
2022-08-02,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2310665,237594,469479,1786757,1493620,220741,281993,-231885,293137,-61252,31.55325051101741,71.11904408416655,34.04204661914325,1.21288058083269,100.0,0.0,-1
2022-08-09,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2299388,227064,471325,1785298,1473057,218709,286689,-244261,312241,-67980,30.828807580330817,72.05299444509446,32.55931758435061,0.0,100.0,0.0,-1
2022-08-16,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2346224,227370,515354,1826100,1471883,227544,293777,-287984,354217,-66233,28.352179153937172,74.03948693308966,33.370842867490566,0.0,100.0,0.7895260132325825,-1
2022-08-23,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2329538,226314,488590,1811741,1483326,228251,294390,-262276,328415,-66139,31.82036088439068,70.71225309441482,33.41726887485842,4.902112210088344,95.98943655951417,0.8320076647745761,-1
2022-08-30,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2329953,240653,480285,1800768,1488953,224954,297137,-239632,311815,-72183,34.81349446162956,68.57705508748435,31.87916644165645,9.219967698078092,93.40919653501743,0.0,-1
2022-09-06,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2314290,226374,465094,1789211,1487929,227788,290350,-238720,301282,-62562,34.93738248036318,67.190678591764,36.86103438434989,9.393871787684462,91.77198760863044,4.266991905976273,-1
2022-09-13,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2603046,234795,515799,1986386,1616102,282571,371851,-281004,370284,-89280,31.909382192148882,71.28601929512058,30.245793604257415,1.3309764752768258,100.0,0.0,-1
2022-09-20,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2141022,221158,440609,1681942,1368244,184903,279150,-219451,313698,-94247,40.054212846287605,64.20796785476477,29.196763974532544,13.068167733545375,91.41879657516174,0.0,-1
2022-09-27,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2233878,262797,412998,1717571,1484604,186623,269389,-150201,232967,-82766,47.64227361033253,55.709262375534315,34.823828045610995,26.273056116485233,79.1760309848988,7.288505732532599,0
2022-10-04,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2261285,225671,434968,1732378,1485237,235167,273011,-209297,247141,-37844,42.67755483233537,56.79064264446634,51.17460990601176,15.004376204886476,81.32550218526033,35.80642703876284,0
2022-10-11,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2277794,251711,415768,1728601,1533372,223148,254320,-164057,195229,-31172,47.2126002195633,51.80210816375846,53.058219406061596,23.630934334044586,73.45310561737774,40.04202587575069,0
2022-10-18,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2336566,240651,463849,1794564,1535949,223229,258646,-223198,258615,-35417,42.48105519801155,56.792818882011105,51.69183333528269,12.35367362855078,83.0655214143381,37.34716420563477,0
2022-10-25,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2361824,240817,459919,1805765,1558113,217856,246406,-219102,247652,-28550,42.90780932761473,55.718205543949246,53.76605763726061,13.134716557309215,81.40299476204774,41.706555274818754,0
2022-11-01,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2336711,278418,453481,1747092,1549752,225287,247564,-175063,197340,-22277,47.42442404535374,50.95326314748956,55.63984845706035,21.53226283162385,73.77323639937036,45.68885615977451,0
2022-11-08,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2318895,263541,440600,1734712,1536475,227609,248787,-177059,198237,-21178,47.242004057736835,51.033664560577876,55.976477865234344,21.151656951301135,73.90926544316352,46.38653648379274,0
2022-11-15,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2343509,257965,460610,1756097,1552959,239613,240106,-202645,203138,-493,44.859928797772355,51.50146340046182,61.84528412037377,16.272808226883818,74.65249659548269,59.51803557598304,0
2022-11-22,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2304077,244703,436195,1726436,1531249,240744,244439,-191492,195187,-3695,46.13492366283406,50.655962943026836,60.50073666440719,18.399510322695058,73.44673636449112,57.48530364012646,0
2022-11-29,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2314527,243451,447627,1740696,1539012,241761,239269,-204176,201684,2492,44.86437316156487,51.3586719145677,62.21030477232865,15.980870550143301,74.43199912650246,61.41300897652392,0
2022-12-06,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2287691,230914,434633,1728465,1531843,243856,236759,-203719,196622,7097,44.92322706356003,50.7522290385258,63.47735501112398,16.068013279255265,73.66435250478453,64.3364101522327,0
2022-12-13,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2477140,226507,456629,1816921,1604195,279775,262379,-230122,212726,17396,42.125473245171115,52.667083129057026,66.20636695603294,11.033375474565574,76.10650604017482,70.87454450806871,0
2022-12-20,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,1986847,248641,408393,1461519,1300800,233471,234438,-159752,160719,-967,50.90197651266788,46.3934578428851,57.89926526638444,24.451830283337813,68.21970282885817,59.217125226952426,0
2022-12-27,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,1961310,244976,419257,1447282,1268296,224876,229581,-174281,178986,-4705,49.24162774987382,48.70470785448819,56.34931154712983,21.68137796108896,70.98987288791024,56.84412336054646,0
2023-01-03,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2010996,261260,428561,1474811,1308259,232853,232104,-167301,166552,749,50.084009123890304,47.212549540108775,58.11130008696535,23.012354436365786,69.10427073570938,60.30649687027844,0
2023-01-10,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2032566,243503,456677,1512933,1310000,236946,226705,-213174,202933,10241,44.81953690950877,51.859841223624514,61.05750553217552,14.265093139750624,74.62140857544077,66.33232183441044,0
2023-01-17,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2056472,260337,487155,1518121,1286958,234865,239210,-226818,231163,-4345,43.359677458247674,55.158732863754985,54.691734596505526,11.663396430771108,78.90245640852994,57.43288997917385,0
2023-01-24,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2024437,250474,459465,1485629,1282864,244122,237896,-208991,202765,6226,45.8418323578592,51.34687981171132,58.10114042153048,15.062725603372822,72.52998811134341,76.09515586658185,0
2023-01-31,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2061419,253439,475696,1519069,1284283,245628,258157,-222257,234786,-12529,44.28650786769647,55.1136408413148,50.797648538223555,12.53310756311174,77.78083876521953,69.76871259402188,0
2023-02-07,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2053086,248117,465662,1513813,1298937,245810,243141,-217545,214876,2669,45.000296070211775,52.39728174937705,55.66150648153302,13.431612026077985,74.51596769565039,86.80884605393979,0
2023-02-14,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2076347,242274,488728,1528879,1277744,258791,263472,-246454,251135,-4681,41.48835163738215,56.593094965662445,52.93609246102829,7.919119343588335,80.46177181978436,80.22536119595496,0
2023-02-21,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2074486,231808,466099,1542524,1301371,251654,258516,-234291,241153,-6862,43.48671801934325,55.15187230895589,52.120563031502435,11.958271993728326,75.41003585730962,78.27181283197334,0
2023-02-28,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2113159,247954,431845,1566253,1381387,249233,250208,-183891,184866,-975,50.960692697157526,47.76511717088856,54.17282997636344,25.044209249898348,62.627284674239924,83.54487070394023,0
2023-03-07,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2133169,228302,437784,1622309,1384632,234093,262288,-209482,237677,-28195,47.52389090146124,53.99145794071297,44.64423315176656,19.1126130293572,73.27183088371643,59.16358392375698,0
2023-03-14,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2550984,233300,353119,1870087,1686883,314831,378216,-119819,183204,-63385,58.168569879960046,47.678454620294595,35.86211694377417,40.94255649641861,62.292293180040794,27.64347070573166,0
2023-03-21,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2149005,203125,405605,1681318,1414863,205770,269745,-202480,266455,-63975,48.41762881556989,56.12242055201319,35.73519188924021,20.817365983824082,79.07230333862762,27.115000492641723,0
2023-03-28,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2142232,199472,424128,1673807,1402829,208519,254841,-224656,270978,-46322,46.18102552565078,56.53285971240422,42.31380740215296,15.418251228288868,79.98395588270864,42.9270084107378,0
2023-04-04,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2219512,163766,485225,1690406,1408934,300962,260975,-321459,281472,39987,37.94168668938484,57.52559305459409,62.51693578395333,0.0,82.09911878290454,100.0,0
2023-04-11,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2248469,207007,514619,1749879,1407867,227253,261653,-307612,342012,-34400,39.6016757966095,62.803477945916875,47.180220454808726,3.1172263506592617,94.30151653189071,44.58408450914075,-1
2023-04-18,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2278321,204558,548815,1764361,1404531,241651,257224,-344257,359830,-15573,36.79652751023328,64.2129601245548,50.49069508638398,0.0,97.89289947030227,58.60959220465753,-1
2023-04-25,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2265794,207333,570600,1747428,1360788,240239,263612,-363267,386640,-23373,35.39582355297304,66.28322460181728,49.11720512388072,0.0,100.0,52.798843810063026,-1
2023-05-02,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2276183,208633,564044,1758036,1376769,243600,269456,-355411,381267,-25856,36.47206155486563,65.46585290849163,48.66338551186983,1.6196535557745515,98.93276392889065,50.949088904450434,-1
2023-05-09,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2296259,204181,580204,1774854,1376967,245569,267433,-376023,397887,-21864,34.83247119093177,66.82848958579157,49.47170445855656,0.0,100.0,53.92300013409419,-1
2023-05-16,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2306298,201278,589999,1795780,1380122,243607,270544,-388721,415658,-26937,33.82369242109465,68.27015608448237,48.42815633218943,0.0,100.0,50.143778774379065,-1
2023-05-23,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2385936,195793,600085,1880069,1457962,248726,266541,-404292,422107,-17815,32.57774827009425,68.80008565565008,50.452065658132994,0.0,100.0,56.93937452508307,-1
2023-05-30,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2494943,187203,621373,1979950,1544392,257960,259348,-434170,435558,-1388,30.273349002388898,69.92820851492398,53.956362541329014,0.0,100.0,69.1769596376477,-1
2023-06-06,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2500232,258074,602605,1914791,1564250,259055,265065,-344531,350541,-6010,43.24440926728485,56.11695794252944,52.82431266608563,19.135314912220778,81.69401966315118,65.73371872997899,0
2023-06-13,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2907468,258281,589694,2149868,1841824,331043,307674,-331413,308044,23369,44.86096665213723,50.72395237315231,58.7488054863452,32.126521411532245,56.23504861666455,87.6201260485421,0
2023-06-20,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2223815,210230,449561,1716868,1468089,243154,252602,-239331,248779,-9448,54.62984202897631,44.32627050853323,51.03841040232769,61.981352055504836,32.04057648295912,63.17251962990002,0
2023-06-27,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2187114,222357,430607,1675108,1470255,238730,235333,-208250,204853,3397,57.37492514739155,40.27193145253032,53.605068632064174,71.86870727308009,16.058128577094227,72.74163028740855,0
2023-07-03,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2211004,223358,430597,1688344,1482553,245999,244551,-207239,205791,1448,57.46507639065122,40.39730059821173,53.149790797539566,72.19032228305302,16.399419296388068,71.28968815650283,0
2023-07-11,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2209607,224554,433533,1683791,1481354,249227,242685,-208979,202437,6542,57.24069118923491,40.07339886068589,54.243631265502266,71.63680090090376,15.179068472814993,75.08455383881878,0
2023-07-18,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2280677,235723,499408,1728979,1492982,264046,236358,-263685,235997,27688,50.55665285025492,44.839191398394796,58.568086574211925,54.23396139983648,27.389853696163936,90.83764173011308,0
2023-07-25,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2243361,238333,470948,1692161,1476748,258370,241168,-232615,215413,17202,53.85254359386145,42.601339969421616,55.75409408110073,64.1178173443062,19.900378039506766,83.02590997809794,0
2023-08-01,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2241749,236062,436110,1686323,1501020,261321,246576,-200048,185303,14745,57.08197355858651,39.49611199821676,55.08623478713939,74.4778925468664,8.944873180298284,81.19552423380068,1
2023-08-08,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2221709,240913,400483,1654088,1514193,261201,241526,-159570,139895,19675,60.75781878311065,35.315482540358204,56.219458835286765,87.3545813437845,0.0,84.86821520628158,1
2023-08-15,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2220084,258924,377332,1634627,1538480,263621,241360,-118408,96147,22261,64.12290963374181,31.8207912455712,56.83468879872593,100.0,0.0,86.79470178941251,1
2023-08-22,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2232226,235513,369004,1668456,1566553,265846,234258,-133491,101903,31588,62.02406717026067,32.763539595700095,59.06882040954458,95.22330109386183,1.6958790375090966,93.74301592741034,1
2023-08-29,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2267572,262853,404959,1690810,1566941,255605,237368,-142106,123869,18237,60.7999525194983,36.37896520738866,54.704157449061,92.49498039662784,8.1676787140075,83.79695159199608,1
2023-09-05,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2259160,245378,389589,1693540,1569973,256870,236226,-144211,123567,20644,60.485831490473316,36.35002511253922,55.34479367496885,91.8283390654987,8.07870104386717,85.59008894914851,1
2023-09-12,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2520164,279471,395804,1821412,1734367,286894,257606,-116333,87045,29288,63.19766685905618,32.937523653978005,57.66069588710214,100.0,0.0,92.02959011874786,1
2023-09-19,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2097946,202433,341424,1599109,1474448,242742,228412,-138991,124661,14330,59.61652307158446,39.262089530333384,52.5790509795819,92.87118869105862,10.793284612051774,79.09867783272098,1
2023-09-26,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2137648,266095,355376,1560014,1494392,251580,227921,-89281,65622,23659,64.38481457353744,33.86399602294178,55.22917258764171,100.0,0.0,84.29426136472942,1
2023-10-03,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2138034,239442,312677,1582012,1535897,252547,225427,-73235,46115,27120,65.78902517304272,32.28457386285889,56.206976304522726,100.0,0.0,87.62336238240896,1
2023-10-10,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2073930,210930,305379,1558642,1489212,241080,216061,-94449,69430,25019,62.29222099154038,36.11950787171276,55.41575323693484,94.12248742848436,5.986755443030174,85.60243165772108,1
2023-10-17,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2112419,219942,283120,1579970,1536860,242291,222223,-63178,43110,20068,65.22630528761044,33.792861417530546,53.504362534969836,100.0,0.0,80.84011465727862,1
2023-10-24,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2158452,282604,272419,1562074,1596810,248407,223856,10185,-34736,24551,70.93934264460448,28.039804702896035,55.01730426774965,100.0,0.0,85.15226717454455,1
2023-10-31,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2174689,283793,279456,1566648,1600624,260265,230626,4337,-33976,29639,69.95275423227352,28.168378163721854,56.73790685414708,98.68393514194732,0.16160104105091708,90.0463630942075,1
2023-11-07,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2177947,272240,325661,1595826,1560482,254929,236852,-53421,35344,18077,60.938495050820805,38.89295003089657,51.88146830865175,85.6857692610638,14.901317048484565,78.92499182393567,1
2023-11-14,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2192899,274348,327181,1593850,1582793,262981,221205,-52833,11057,41776,60.99360257840855,36.818828228609846,59.52824435477945,85.81809589179824,9.737100622164007,100.0,1
2023-11-21,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2240214,246961,327041,1665197,1631226,262212,216103,-80080,33971,46109,56.981932768955566,40.06630564118985,60.756193775220275,79.68628686523162,14.609372009849158,100.0,0
2023-11-28,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2279894,281709,346736,1671401,1649442,258805,215737,-65027,21959,43068,58.601914815767636,38.93647286687904,59.39417006820475,83.07389362109124,12.055225029449664,97.2375640420043,1
2023-12-05,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2314400,264209,311470,1706068,1706163,261634,214278,-47261,-95,47356,60.49289007974647,36.88018151535571,60.73097270048824,87.07204824971025,7.3658179776905515,100.0,1
2023-12-12,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2670454,257533,322616,1888239,1866744,306616,263028,-65083,21495,43588,57.64815098554338,40.20917207775674,58.89609877168121,83.06129108483083,11.956563341229105,96.61549792959732,0
2023-12-19,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2156203,248763,444158,1608749,1485311,255950,183993,-195395,123438,71957,42.069807203829434,52.85326998655247,66.98403629572411,53.73518920682787,33.63300403577337,100.0,0
2023-12-26,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2155313,251044,443506,1601298,1480509,261060,189387,-192462,120789,71673,42.446786772293656,52.54233336870386,66.84224004868813,54.3952470434675,33.06973935453142,99.79107200659153,0
2024-01-02,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2221215,257321,471409,1650902,1523556,270320,183578,-214088,127346,86742,40.36121157804786,53.275084407253686,70.42022908369519,49.5284175940408,34.46397359949308,100.0,0
2024-01-09,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2209328,272247,389296,1602234,1586739,278896,177342,-117049,15495,101554,51.80431849896073,41.5030938570282,73.45264666689,71.36658752573956,10.680765648721863,100.0,0
2024-01-16,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2217057,260119,429365,1632215,1529781,263465,196653,-169246,102434,66812,46.62236665135388,50.63398706834859,58.344258876018586,59.619898504574046,29.166861580203022,79.01153272236286,0
2024-01-23,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2271312,280085,469558,1682777,1571642,262519,184181,-189473,111135,78338,44.754133078728515,51.45076125248908,61.195911640450554,55.06790741636755,31.01698086728727,85.97466304997916,0
2024-01-30,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2308955,284559,510521,1715110,1572916,264947,181179,-225962,142194,83768,41.521716497141135,54.35398056481354,62.49841049381033,46.85622981625052,37.621147622551,89.25505500546733,0
2024-02-06,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2297385,278713,511675,1721991,1560153,255799,184675,-232962,161838,71124,40.91125574280444,56.140422889764295,57.6461973496084,45.280912783697715,41.798109267819704,81.6165143267947,0
2024-02-13,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2338964,292466,508244,1738023,1585511,254739,191473,-215778,152512,63266,43.12199592768516,55.039117612005704,54.79876204190898,49.148091053324485,39.815094387765946,76.86930990944185,0
2024-02-20,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2322953,271870,490400,1722121,1578768,262112,186935,-218530,143353,75177,42.84552639603365,53.920394947596165,58.17145526854324,48.52876641424086,37.867589210153646,84.065027880311,0
2024-02-27,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2344340,298538,522761,1716692,1575478,263456,180447,-224223,141214,83009,42.242172521263015,53.64615106355158,60.27062420195355,47.24758357619471,37.41276733277481,88.79652508019743,0
2024-03-05,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2377697,285210,489650,1741608,1620932,264593,180829,-204440,120676,83764,45.13357745418825,50.96578182208646,60.476539472223166,51.69965455547929,33.045711831322535,89.25263851047248,0
2024-03-12,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2678339,280718,520545,1911694,1769963,291700,193604,-239827,141731,98096,41.1639363419583,53.529191755862946,64.26304731637009,43.73597686534415,37.52269856727919,97.91094007696537,0
2024-03-19,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2094749,258169,452338,1539140,1429039,261988,177920,-194169,110101,84068,47.57128715342129,49.35494507670291,58.368677349905596,54.01109473281498,30.79711839827852,88.17522789364062,0
2024-03-26,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2110848,296031,465470,1503611,1428882,270954,176244,-169439,74729,94710,50.702765183768605,45.117736562449316,61.27086850616892,59.576464763533664,23.27586573505084,94.96594436353473,0
2024-04-02,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2089222,290089,368211,1476688,1497300,275700,176966,-78122,-20612,98734,60.16435698798964,36.11720652349543,62.339938717999644,80.12692554376568,3.003227768162043,97.92576901010635,1
2024-04-09,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2091937,285690,348604,1478906,1520830,283113,178275,-62914,-41924,104838,61.489981503739806,34.46222451416865,63.964872866449696,83.54941431963182,0.0,100.0,1
2024-04-16,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2100522,348567,274453,1406577,1592920,286323,174094,74114,-186343,112229,70.88973971736499,25.8260423741645,65.88434502632154,100.0,0.0,100.0,1
2024-04-23,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2067890,320552,252874,1402033,1591984,288399,166126,67678,-189951,122273,70.02519259989018,25.653082673390244,68.3515033978114,98.7337787536102,0.0,100.0,1
2024-04-30,13874A,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2006204,272813,229680,1392147,1542740,279080,171620,43133,-150593,107460,66.68504675951598,31.075719082681402,61.30956019545559,93.9047855136105,6.292155668423635,90.07238120769385,1
